Id,SalePrice
1581,156247.85398226653
1582,124755.80773147424
1583,282915.9049394379
1584,218527.26655916325
1585,138361.26721063245
1586,63830.51134331203
1587,103405.83486672408
1588,149121.03274465888
1589,103002.96769154872
1590,133927.25689203705
1591,90769.80727917016
1592,121077.51113331728
1593,125883.95083003995
1594,130877.96032943987
1595,100390.37236286137
1596,226021.73549256058
1597,196107.96275200267
1598,228299.70919754254
1599,161774.61401122162
1600,158939.86230972828
1601,65301.84959224924
1602,117225.89679508675
1603,74213.31481376155
1604,248841.14125580373
1605,236348.4258967124
1606,168441.28818814826
1607,178273.61703269172
1608,215262.72550706373
1609,177468.37116121023
1610,148929.29161681555
1611,136068.7180480989
1612,175636.63182364486
1613,166451.0988147017
1614,126003.01451485595
1615,93511.44699492877
1616,78860.07238805125
1617,93841.07617239564
1618,126201.2229885019
1619,138438.48665754127
1620,138237.19433442282
1621,140194.00353189133
1622,140295.67751831186
1623,249079.1001995027
1624,217451.8471501381
1625,119036.28278358441
1626,172729.03370248657
1627,194746.41861626788
1628,271554.4755527769
1629,176143.70189151965
1630,349666.0989699989
1631,231723.02036156057
1632,243603.0139933027
1633,171170.6536320218
1634,183915.12686574092
1635,177561.63776745758
1636,153421.03621573283
1637,205454.67410761904
1638,177504.08938103268
1639,190234.16852682215
1640,253874.19758619607
1641,181601.86124109573
1642,245862.56967049043
1643,211462.64331355362
1644,230683.8695774358
1645,204408.70164326145
1646,159701.90358190128
1647,160369.03929933548
1648,129305.48067936313
1649,141448.97343095054
1650,112753.50262024139
1651,123674.2448250762
1652,97732.43952630453
1653,99921.77468142175
1654,142778.77092168122
1655,135229.46865117762
1656,138967.78519232923
1657,145032.7508040555
1658,143672.30285694153
1659,111758.57760299236
1660,151477.94074299774
1661,419758.9467678421
1662,386355.2059348215
1663,380063.71756627096
1664,466453.8270243175
1665,313452.0218280984
1666,320961.0875769579
1667,391595.6561766724
1668,355965.5186353002
1669,306580.8226766809
1670,352739.13772023114
1671,269820.41985175747
1672,406927.4347799089
1673,286261.85986307915
1674,241440.41734063165
1675,205657.30679837096
1676,202628.61918120342
1677,221609.1249293306
1678,430995.2078243997
1679,375991.7571458881
1680,332020.5043445743
1681,253321.51228181558
1682,305814.2192100622
1683,187566.17190353438
1684,174141.85731011292
1685,179696.5517336516
1686,170795.83608056325
1687,172727.84114254927
1688,193253.10931313562
1689,195782.4728480739
1690,198929.40270236216
1691,187540.91325743328
1692,263368.8673534627
1693,165900.5620741754
1694,183239.57237661054
1695,162097.8975842586
1696,265072.1525342485
1697,166794.73269389637
1698,340155.8150984366
1699,311526.28543693264
1700,258455.17272662857
1701,271487.59633698355
1702,233537.8942832929
1703,236771.6902181381
1704,273141.1355802945
1705,244798.12016366812
1706,325752.8753460607
1707,212698.85204136235
1708,203140.1712635833
1709,258047.76369724757
1710,217771.8817466782
1711,273814.31853070454
1712,250568.65710818785
1713,279666.49302233564
1714,224195.72936740774
1715,209398.55989747494
1716,183168.84575970744
1717,176001.72415178965
1718,140280.86864885595
1719,199582.8548910593
1720,222864.84131793148
1721,162815.67307161042
1722,127956.1917710322
1723,155631.14119302598
1724,200466.9388820103
1725,237904.29874484203
1726,187403.74994904344
1727,154357.46874993216
1728,172267.12606215256
1729,169283.63331787905
1730,160895.07500256205
1731,122162.6400087769
1732,122051.51060972834
1733,114957.89506586643
1734,122606.07796746865
1735,125959.79605150889
1736,104944.60592560831
1737,275700.65148902603
1738,258835.27542377758
1739,255490.7443108251
1740,208626.27119152623
1741,189385.11712669092
1742,174684.30271701072
1743,180500.46202990046
1744,313820.16432898527
1745,223339.34598432112
1746,177483.28619402068
1747,205862.13664849236
1748,217780.34197544827
1749,142587.43892779568
1750,125316.49025500646
1751,256890.57507867078
1752,114754.37804589723
1753,152949.98601210272
1754,191363.43820403077
1755,170271.2858674615
1756,128106.77249494287
1757,119317.746957605
1758,144161.90699505637
1759,165314.84145925584
1760,168068.85435424454
1761,153231.77084119173
1762,181491.42814490246
1763,185914.95232713388
1764,111337.79394539092
1765,169830.50898668836
1766,194082.10679240327
1767,237473.74401083132
1768,140278.32795195153
1769,174894.84411149804
1770,153963.68846032178
1771,123666.80124242035
1772,134363.00836303728
1773,121862.25476060902
1774,145218.82831690338
1775,140448.37144944404
1776,126651.90548714034
1777,113856.33711929953
1778,141118.30161734947
1779,118142.26983236922
1780,180671.46270579522
1781,129612.2135388651
1782,83534.56478173328
1783,142667.51759723236
1784,107364.48813390237
1785,127104.17892397495
1786,136332.72291543186
1787,162103.2302243223
1788,60340.26198288352
1789,99903.10852379896
1790,75442.72355377939
1791,179701.86506002408
1792,164675.83228368135
1793,132163.02300615824
1794,156330.61106616512
1795,133424.38439092122
1796,123467.23612414683
1797,117424.75304996499
1798,121950.47237889764
1799,110990.73809580355
1800,132364.95616748373
1801,125397.50582121327
1802,137524.5142955682
1803,146875.19215113326
1804,143481.7603421842
1805,136659.2401930363
1806,129177.82071498163
1807,137797.13898135917
1808,125027.59811811899
1809,119854.02676075578
1810,133478.46705246347
1811,98972.96748006839
1812,104024.21608898898
1813,122051.02017251683
1814,98207.54635287108
1815,51450.618766832966
1816,100850.37586427521
1817,108828.61398564983
1818,145189.0941368724
1819,124296.48894925135
1820,50750.32651129914
1821,120978.71749290418
1822,151277.21967011254
1823,43710.330712581286
1824,134306.51695779242
1825,132754.697196984
1826,102234.68594777201
1827,101931.6951447186
1828,135567.08271211764
1829,129423.73651446967
1830,141422.0900787467
1831,142454.47909131597
1832,67686.11008570093
1833,140521.89120198082
1834,110915.06970480068
1835,112954.49357906068
1836,128852.75843086907
1837,93785.65612710266
1838,121695.99971791139
1839,106129.62987955699
1840,134841.5223872579
1841,130906.82105330272
1842,88564.98850769638
1843,126035.16500286937
1844,138848.9775397853
1845,140346.3203207557
1846,158294.17049200815
1847,160856.70004580263
1848,49599.36796522453
1849,117025.0413491333
1850,114727.45249207961
1851,149623.13136962123
1852,124662.12566740096
1853,119505.20887390299
1854,164983.3920701066
1855,157370.7800597407
1856,226848.10012915585
1857,146698.84377634016
1858,140442.444133472
1859,117921.41616156028
1860,149855.94463477674
1861,117073.46996776736
1862,300677.5144256267
1863,277538.51479478314
1864,277629.1569073975
1865,331329.22620658524
1866,316943.98951449955
1867,222641.47246435523
1868,286205.7636343074
1869,205189.49347929953
1870,219563.23366436132
1871,242264.5504270909
1872,180343.78088573125
1873,243615.01380408433
1874,153160.4167306205
1875,194606.1313083311
1876,200169.33495651127
1877,212439.6540055736
1878,206597.81479285235
1879,128962.68047126598
1880,130251.08336188745
1881,244047.4647976286
1882,244151.3947580849
1883,186116.02836807395
1884,204967.7410619888
1885,228035.1748629524
1886,274761.1465086988
1887,221164.46558595038
1888,262854.8482078939
1889,174653.05440555807
1890,114045.25977880789
1891,128143.70102691717
1892,92845.3832415706
1893,130904.30882132502
1894,123572.70635801468
1895,131624.4010302498
1896,126869.10732454447
1897,116253.1381601109
1898,107679.57019898924
1899,160685.63990013648
1900,149955.6565285907
1901,178165.08443016067
1902,157378.22937371413
1903,216568.43219921668
1904,140008.2977434377
1905,203255.17898830023
1906,159790.38808482882
1907,205426.08299868586
1908,109043.05818731459
1909,135561.086407181
1910,122103.39107571123
1911,222494.31993881043
1912,342227.1046424629
1913,140971.90076527695
1914,57812.97381056362
1915,295154.84436582506
1916,66386.46254528231
1917,239269.8732945632
1918,140108.73806849163
1919,184585.57370774957
1920,161324.33852547113
1921,362135.19994397945
1922,298316.69480957073
1923,238511.31441629722
1924,216735.37523954318
1925,195936.10728550944
1926,355392.8463353481
1927,132474.48539520238
1928,157075.34761450803
1929,127614.0368022026
1930,128688.88055107523
1931,145153.63570331785
1932,141316.01726210697
1933,176502.3088849876
1934,180540.85675699616
1935,170188.9676450814
1936,189349.43195782808
1937,184267.5526872058
1938,174264.73005900023
1939,251148.35417801506
1940,195137.75116026518
1941,171177.9412247146
1942,189695.74662983898
1943,208925.65767425898
1944,354158.0748900482
1945,397094.9303026181
1946,128111.78090659184
1947,251421.3677766713
1948,172752.80905965992
1949,253021.0962053626
1950,187310.04016442402
1951,253014.01545433336
1952,209669.79131481645
1953,169832.46871402286
1954,181243.61156028515
1955,135987.4496057258
1956,307928.17437299306
1957,155467.5559755537
1958,287601.9645635673
1959,145735.86073700778
1960,114789.03365525533
1961,119332.31422900868
1962,98339.24210730217
1963,107920.22873243567
1964,103713.56635775392
1965,138740.65730876598
1966,137821.71629681994
1967,284686.65723998955
1968,404481.225114776
1969,375760.5771496931
1970,378233.6875352538
1971,440388.95611363574
1972,369447.759795036
1973,281939.54323903046
1974,338272.72334693855
1975,491836.40158569807
1976,270226.78814129427
1977,339535.29750550364
1978,336442.14543990104
1979,323694.81071602594
1980,206922.23322361676
1981,340619.0853902072
1982,219056.42045556774
1983,202882.59473234072
1984,172015.39758276075
1985,218408.0366014713
1986,205772.09599821322
1987,177210.59197305335
1988,176776.5338432821
1989,196479.9393836965
1990,210237.00893640987
1991,231168.05986881186
1992,215347.56136353058
1993,167890.6778420128
1994,228362.8042608863
1995,181998.26412353336
1996,253058.94704972286
1997,310834.4415630448
1998,312149.7393469957
1999,286826.68892189825
2000,319951.1948040071
2001,287779.45873884397
2002,242522.08401775145
2003,253501.0829231033
2004,280357.4943560648
2005,227604.7726621815
2006,218594.3737279302
2007,254682.5768836223
2008,210819.25920078484
2009,196440.0066144117
2010,197501.03349445076
2011,142758.81899615537
2012,171784.95829690102
2013,178444.84721439186
2014,185394.73944168468
2015,204135.77053185483
2016,193063.52514215087
2017,193678.41412762407
2018,111222.17731681476
2019,133841.46095405775
2020,102948.47912845944
2021,96772.98556043989
2022,186113.61165386325
2023,149258.420447413
2024,288471.02466492343
2025,342258.4255009025
2026,174673.5207621109
2027,159715.99472888483
2028,151989.95073960032
2029,167100.85394759357
2030,264145.26068568573
2031,232272.69781467176
2032,255226.60696565572
2033,251430.25127911946
2034,177670.0175317238
2035,220466.87475322475
2036,199642.78437556705
2037,211618.5245474648
2038,330315.63608422386
2039,227238.33474867087
2040,266776.2112950626
2041,308555.3954805468
2042,209217.72828408465
2043,179406.82014807675
2044,181627.28954014418
2045,210659.48311860525
2046,151588.3234159048
2047,147654.60480741554
2048,141007.7260935254
2049,146703.1437525454
2050,175720.7847662888
2051,101756.28743022891
2052,123632.50417361062
2053,150704.838145294
2054,89350.42752134793
2055,161657.47200430516
2056,146775.39849434266
2057,112128.66044661704
2058,219118.98464948265
2059,130685.57624093314
2060,177123.85471215873
2061,175505.30419077797
2062,127142.20207101012
2063,117143.30465727196
2064,136004.0130583763
2065,120247.03274401628
2066,161757.89340929373
2067,113649.37310320098
2068,150204.3871022265
2069,85904.20259969479
2070,117321.91942556929
2071,93966.9950066715
2072,135388.5865001005
2073,131280.9385651409
2074,180496.23186026668
2075,144861.2124550795
2076,119038.27565030164
2077,152783.30612239402
2078,121642.39518158277
2079,137167.3901160212
2080,115834.44616761814
2081,128255.13930959451
2082,120760.04214273009
2083,148224.33193717388
2084,105671.51455977629
2085,112062.91076447518
2086,104523.93559049131
2087,121975.22692265482
2088,96417.73932248785
2089,79773.16259578126
2090,125055.25448933877
2091,106331.83451828233
2092,126740.04554402136
2093,124261.49164954532
2094,109012.22880764106
2095,148704.52932650433
2096,83730.62295331896
2097,102917.59685877725
2098,146525.73057868917
2099,49901.32118921147
2100,64115.769569209995
2101,117550.64672931946
2102,123311.30591345303
2103,100549.68969492738
2104,140454.10842798342
2105,129058.09887741265
2106,54935.09831985722
2107,178076.04177335478
2108,120102.01847423213
2109,107944.69540177705
2110,128415.4177684339
2111,131352.60969364058
2112,137402.03758698664
2113,123507.14572284944
2114,118732.47728017482
2115,166661.81562167377
2116,120303.46256359438
2117,147057.38721356125
2118,127255.60219179842
2119,111989.026558547
2120,114187.5448764958
2121,85463.31413586404
2122,116325.27339393414
2123,85184.32065618329
2124,154536.09359936565
2125,123557.3100431941
2126,147334.38975166375
2127,168665.53638570238
2128,127019.21879488525
2129,93316.85748002336
2130,132196.84003578304
2131,135644.64391124216
2132,116398.54719755075
2133,124963.3457874471
2134,121492.8197399094
2135,98540.40590660038
2136,76653.57607639706
2137,106109.01819028497
2138,136019.48022055053
2139,153465.703995471
2140,141307.89560308194
2141,162241.85462810774
2142,123758.73272237813
2143,152186.5060109822
2144,127468.65856214617
2145,138339.32782296278
2146,162273.4572228514
2147,147480.182796269
2148,138335.57367417347
2149,157382.0812179486
2150,224430.2002531775
2151,113317.40776269775
2152,176124.1619450662
2153,164615.9216627193
2154,106588.85386620327
2155,139486.66567957815
2156,265740.4344134725
2157,227919.97544248484
2158,237404.14670041666
2159,217572.34747904856
2160,184771.83064228517
2161,235205.35181230635
2162,349709.67283258983
2163,334985.81855111365
2164,238302.77718858025
2165,191222.0451425991
2166,161004.85582973083
2167,211986.53975267595
2168,192558.7314222362
2169,194749.19761726636
2170,212771.4328994265
2171,160364.50333264275
2172,134710.0804671565
2173,175454.56181751532
2174,223533.18270027256
2175,275692.7086852189
2176,295836.24482352444
2177,238037.5373176123
2178,213960.14723872123
2179,135333.78423216933
2180,204341.4504141057
2181,194010.6560001683
2182,223527.56903566205
2183,192224.88606152285
2184,117157.95728270007
2185,124178.88016590047
2186,145608.17753454656
2187,152472.84782823696
2188,153910.72726944616
2189,294705.6400617901
2190,78989.41102158962
2191,78823.35621807257
2192,87948.36771040769
2193,112211.54375334276
2194,101160.43691636989
2195,99190.65446813744
2196,97305.34168286796
2197,118881.00136800284
2198,153181.79879911803
2199,178591.2863068095
2200,147765.01258470296
2201,146249.06101753883
2202,219347.23065404047
2203,132619.63972082824
2204,181564.34763084655
2205,118933.82451182009
2206,141079.3025867763
2207,214469.81458856826
2208,261239.63920175866
2209,247825.96467167063
2210,120546.83716461617
2211,118716.688231601
2212,125010.27428845827
2213,108202.32290926419
2214,144924.95014893016
2215,97853.01425538209
2216,144449.79370397815
2217,63495.528530958065
2218,68979.12614661256
2219,65806.38367445844
2220,69388.4996462243
2221,297022.31740990427
2222,271065.8318225239
2223,281311.28466203477
2224,207492.24326114418
2225,120795.27244754002
2226,183762.96923018462
2227,196001.36335980776
2228,254288.48254061435
2229,248503.83166928258
2230,151176.5506202554
2231,209338.93866012807
2232,181808.41264735197
2233,186483.85331904417
2234,243622.9039807207
2235,222010.65584478565
2236,254539.4789737086
2237,303232.13449571014
2238,187667.12329448547
2239,110233.54144482255
2240,152976.9719757998
2241,158700.89707909012
2242,125324.86594119776
2243,130910.49707705421
2244,109635.83451799449
2245,101130.67676890339
2246,143396.9735205796
2247,116891.05536884218
2248,119415.29524447618
2249,116173.96933577335
2250,126583.74634811086
2251,88593.68900634727
2252,184646.382860867
2253,154293.02299457573
2254,182132.4147183819
2255,187700.44615343117
2256,177378.673831276
2257,208857.54416786114
2258,159665.31980376755
2259,174724.88359752623
2260,164518.77311345955
2261,184611.86977368858
2262,209629.35886411258
2263,379658.1635430746
2264,496757.13532888575
2265,176009.9398279888
2266,295817.4278256812
2267,350386.29427114205
2268,408222.19094630505
2269,152841.07375042303
2270,201325.17703895373
2271,216329.90937550474
2272,197983.44573739843
2273,166363.15879957622
2274,183534.9546592219
2275,154024.51757273072
2276,183834.77945304912
2277,180279.21572684805
2278,155648.5670680833
2279,123733.4612484026
2280,120948.38850925799
2281,168792.37197394727
2282,187228.58886091606
2283,108356.16965316841
2284,114023.13514859688
2285,135647.95282305457
2286,122527.05898183813
2287,364894.73324403877
2288,271321.13300739886
2289,346824.90603461734
2290,428526.602477085
2291,336564.69466074556
2292,434698.39034485875
2293,459344.9466498409
2294,383227.39165159385
2295,475815.03517071356
2296,281200.8745738565
2297,353976.08460415225
2298,340414.4977670689
2299,354903.3633411934
2300,327291.59936452215
2301,320773.8572245353
2302,253137.60601950483
2303,245762.66180555194
2304,247824.898296545
2305,208435.04023140064
2306,202974.6754036733
2307,210558.57226071862
2308,228259.8397164516
2309,292830.918137708
2310,211421.93438010607
2311,205854.53897886132
2312,173281.05559857943
2313,173231.28753844823
2314,174300.4251285011
2315,182554.8141484617
2316,203113.89339616479
2317,192671.85092066834
2318,182188.23713426146
2319,184165.56817637166
2320,186221.47341388187
2321,223009.4237443915
2322,185967.1832806726
2323,189502.41413641436
2324,185908.38550069736
2325,218882.7530948202
2326,176418.36179598494
2327,204411.12080116218
2328,224965.415674048
2329,193548.51011823915
2330,182100.93843803552
2331,341895.3933704977
2332,377100.47902295244
2333,317434.7118067972
2334,263318.18836626405
2335,291416.7180136136
2336,306288.47166211175
2337,199571.22062854294
2338,258057.42855784236
2339,220182.49207977377
2340,389383.1553401695
2341,211700.3033236386
2342,238291.9934465052
2343,233196.06398659697
2344,224147.07088566184
2345,231189.3205590813
2346,210234.84824071825
2347,200134.82801832428
2348,243159.3133689536
2349,180946.7555029178
2350,316401.72366329434
2351,263352.4306209263
2352,258649.11390965813
2353,253223.39497522978
2354,140790.82801787555
2355,145622.10083289727
2356,153797.25614021436
2357,189776.76971704522
2358,202219.16344036945
2359,131207.5482697758
2360,114911.49377154236
2361,146037.48094765225
2362,260463.83939896448
2363,138541.56790664763
2364,156318.13927519263
2365,220118.65781857484
2366,186430.42680982582
2367,217381.95788349916
2368,214154.37492701874
2369,214288.452618029
2370,168871.801872269
2371,169360.3210605049
2372,193145.20353440684
2373,290053.2777147199
2374,317402.0016780977
2375,243748.93218200197
2376,276805.8789669908
2377,331078.68544763455
2378,146152.9684484367
2379,198573.37867904158
2380,152895.3291689867
2381,176502.53565722503
2382,207171.12994504053
2383,207781.9828375936
2384,249740.70190940754
2385,160138.3708492308
2386,130477.86622359781
2387,136204.07269807972
2388,105916.43811216392
2389,117450.9574331994
2390,149452.34518413714
2391,147265.54386843665
2392,109842.54608213808
2393,168359.1533168657
2394,135699.87577524217
2395,216177.97856817697
2396,142188.90263145542
2397,234156.48283672752
2398,131475.64599160367
2399,71570.86002297951
2400,66997.87981011925
2401,118510.12894376714
2402,138764.94844101532
2403,148112.15175288005
2404,154753.56426731386
2405,161417.34722944762
2406,142675.6389309278
2407,129711.56247706691
2408,153939.07615774407
2409,120126.5097575876
2410,169461.8330551209
2411,112813.32205082591
2412,158053.84813781714
2413,129727.79708067879
2414,160140.20784995708
2415,135635.64572720535
2416,127902.0910709012
2417,131151.41897859322
2418,132952.1845403785
2419,131230.10928854134
2420,122338.97420441308
2421,143297.32779827758
2422,102965.257910052
2423,120351.94402580608
2424,164887.45688370493
2425,190489.05781772797
2426,137129.10248938118
2427,134676.62025689636
2428,178395.29064126208
2429,110080.81005045549
2430,134569.6005493326
2431,106731.51886174815
2432,148811.00695241164
2433,145875.77443393948
2434,139357.71878243587
2435,153501.83018388986
2436,100909.93925318292
2437,100080.66006371981
2438,120622.57701523602
2439,101555.57685741525
2440,123765.0590678465
2441,101692.43821524021
2442,97944.039671754
2443,126071.6938949928
2444,131350.4350177507
2445,98566.17000855219
2446,133439.13070336453
2447,174020.034557885
2448,123048.67464363603
2449,113447.68959981688
2450,154214.87470605472
2451,119953.54871849604
2452,187610.67312752805
2453,91152.35066320596
2454,120673.05878132103
2455,128097.28654678926
2456,143832.8711884692
2457,140151.05533709557
2458,130468.58566156156
2459,108021.59039511834
2460,143703.45628338802
2461,128443.40543987448
2462,136825.92305725714
2463,129049.35440606435
2464,168531.11169298462
2465,144436.55824851774
2466,121585.02898063516
2467,130608.60635618232
2468,84200.6711417001
2469,83197.12266347614
2470,194094.97328593573
2471,214976.11119517218
2472,165764.8002198422
2473,117604.46872976006
2474,72047.294392268
2475,209341.88837492318
2476,115065.11781441348
2477,128827.23931684757
2478,165353.62861518754
2479,102108.23950554246
2480,149945.36988748758
2481,119729.4768014926
2482,125910.55293292574
2483,105529.5655108616
2484,123508.113134686
2485,122657.1896750586
2486,144651.55980180192
2487,171046.24440333567
2488,164372.21003134036
2489,156239.39043313498
2490,137110.74720890372
2491,98575.13826994796
2492,197906.27300372827
2493,151390.02956486988
2494,154554.38619724693
2495,90822.2549090031
2496,246867.11805366832
2497,154676.7182801292
2498,105281.01782427983
2499,87050.66599558557
2500,118226.748042202
2501,141446.76043528394
2502,150428.54529009497
2503,100762.21924044032
2504,176334.83817514594
2505,231053.2464034603
2506,248797.18679823805
2507,278250.12443363265
2508,249076.42270293058
2509,217686.36617933182
2510,216442.8589660221
2511,175750.7531851011
2512,200142.7728735093
2513,230711.62667336653
2514,260250.052593257
2515,151047.87558164645
2516,181647.34065732753
2517,148776.3369181275
2518,157221.69049519292
2519,227289.26038852983
2520,219958.6511287246
2521,187948.66227870568
2522,227602.62102149377
2523,119652.04430829542
2524,141310.87717977766
2525,149422.5203059386
2526,138383.97455762967
2527,117225.9416707602
2528,128483.40689121222
2529,134843.02963986178
2530,124120.49350269229
2531,241955.61277840217
2532,226882.35626791712
2533,195854.7199608378
2534,223919.92413676792
2535,282484.9651177481
2536,238127.05368148434
2537,230379.60098502523
2538,182357.95310508338
2539,188736.17066722753
2540,184733.83533135545
2541,182177.60873372568
2542,165645.94225983988
2543,118465.89226272177
2544,119699.11757723386
2545,142154.5406807283
2546,127491.29531608318
2547,139668.41669724614
2548,155328.5857317866
2549,153691.27423760362
2550,662248.6960646171
2551,133141.64555823922
2552,131567.2924710297
2553,75582.93715876558
2554,94532.81111741849
2555,111712.53623059545
2556,96725.15101948442
2557,103836.09304631897
2558,144130.35529251967
2559,141727.76208954136
2560,153969.74753408
2561,143566.53851761826
2562,140744.02859818618
2563,148377.9108620691
2564,198836.05253605192
2565,140690.14281662815
2566,155381.4702527926
2567,140400.43129093683
2568,206358.4244041921
2569,241814.42520206654
2570,118887.20918448913
2571,197239.9681424925
2572,138946.00518527807
2573,224915.29395817363
2574,284367.09613069845
2575,133328.69062835615
2576,121026.48281165923
2577,142031.05049011932
2578,84415.12266514763
2579,58113.8224326312
2580,89084.60119740342
2581,94802.5980543424
2582,103547.82530690121
2583,267940.78865954524
2584,181941.41418635607
2585,190892.3664883343
2586,233261.6757562573
2587,199678.83556460895
2588,131416.63530771292
2589,154218.90667523156
2590,201017.58742952344
2591,230024.113656414
2592,216831.16902316432
2593,254007.58051334578
2594,186583.7097613066
2595,198152.5913637729
2596,287174.77078102046
2597,187848.72511154084
2598,273991.16024137416
2599,328644.5800542717
2600,147490.3546028235
2601,144340.19545666757
2602,84598.96577081886
2603,96989.69614659352
2604,91330.47870679157
2605,81441.62406630948
2606,152399.0190153502
2607,196342.5496571834
2608,210101.98698005395
2609,176371.32070941082
2610,114448.97074391048
2611,119989.65387889436
2612,169067.1222009342
2613,128622.40581647743
2614,119204.93489112414
2615,154349.9788817062
2616,149991.63316825943
2617,184485.75824279388
2618,208227.8650201968
2619,199750.77033564216
2620,185375.0445829395
2621,174294.59788818585
2622,181374.53133326714
2623,237130.27020563092
2624,310659.274149025
2625,300184.71227256
2626,175906.6520148547
2627,165222.05603615247
2628,458414.8429196274
2629,497912.4131746594
2630,364008.05721549265
2631,482640.6573700382
2632,404738.4091519315
2633,300584.47823687986
2634,438047.5773431958
2635,164279.30199089056
2636,169413.42135555128
2637,177791.29334239225
2638,267611.7670056585
2639,189038.94306901807
2640,151428.4514330766
2641,101034.39034468931
2642,194690.48743428092
2643,103907.57102764408
2644,121801.12797488774
2645,110126.35813295822
2646,95291.5845295052
2647,103955.25478102909
2648,142560.1527510465
2649,153206.7942982371
2650,129005.98136299937
2651,139219.83475671549
2652,394679.4807740661
2653,259557.33053256237
2654,259972.41003270485
2655,399416.4301671282
2656,324107.23912510375
2657,362925.2449923244
2658,314842.6539820364
2659,298461.5420238875
2660,372974.50016704196
2661,346109.0351314813
2662,366460.90044215665
2663,288509.88740822894
2664,284098.4971976402
2665,315593.6588212473
2666,285322.06202623795
2667,171883.86454018127
2668,178061.43841418313
2669,189933.03972143162
2670,274547.68718003586
2671,186415.40146660677
2672,195354.36997242956
2673,200926.1620030172
2674,196166.43779164713
2675,165617.87156544186
2676,199283.50530430753
2677,202568.81453575948
2678,247030.4389992692
2679,280412.88694827736
2680,286161.62135808304
2681,394812.4222981687
2682,323659.12071058736
2683,479143.6936003782
2684,306456.12420661986
2685,328908.1293012451
2686,236181.1141345577
2687,301738.20763113187
2688,217314.31134851882
2689,205661.65060308055
2690,390945.02743663377
2691,193712.52954897092
2692,140234.6118688875
2693,203030.6964246226
2694,141080.87394927785
2695,194442.15358346584
2696,184819.11780205052
2697,186455.15836502964
2698,197219.97512731238
2699,175747.69079632344
2700,156579.8803262861
2701,153042.5806072424
2702,111878.18211628853
2703,131643.3152215552
2704,141261.48779417842
2705,112571.79759138585
2706,106495.51856457886
2707,121702.11874672763
2708,129442.97073134508
2709,106561.92923748861
2710,125272.66920366997
2711,256368.2846655029
2712,363534.65264951414
2713,171765.64209697398
2714,154324.51323812755
2715,171399.54355083965
2716,146871.4032851839
2717,193317.110291819
2718,217929.19695673452
2719,152570.0807580442
2720,171580.52680759403
2721,130293.09495869481
2722,159908.42114506292
2723,145549.6046299919
2724,121207.41135682569
2725,128064.29702407256
2726,150025.3989120868
2727,173619.18994853727
2728,188853.69471896408
2729,151010.3370879352
2730,149102.6499039938
2731,133854.03606916577
2732,136161.7497807816
2733,161625.79296309187
2734,145693.07375746628
